,id,Tweets,Sentiment,Label
0,883783065755103232,"RT @Amaka_Ekwo: @AfricaData @katja50 @BellPottinger Nnamdi Kanu is real man.

He is the boss.

#NnamdiKanuTheBoss

#BiafraReferendum #Legal…",0.2,Positive
1,883783052094300160,#BIAFRA: Biafrans to show the world how redoubtable they are on 11th &amp;12th of July 2017 at federal high court Abuja. @EmekaGift @Amaka_Ekwo,0.38,Positive
2,883783040580931584,"RT @jim3love: We re #Biafrans. We ve come to restore #Biafra. No amount of threat or intimidation can stop our work.
It is #Biafra or death.",0.0,Negative
3,883783037321871362,"UPP backs Biafra, to give Igbo 2019 presidential ticket ? https://t.co/5jPHU0FyaQ",0.0,Negative
4,883782999485161473,RT @mfpcrules: Breaking: Form. #Nigeria Pres. olusengun obasanjo rushed to London. Serious health problem. #biafra @Amaka_Ekwo @NkirukaNist…,-0.3333333333333333,Negative
5,883782995286642688,"RT @sam_ezeh: Audio Message In Hausa Language Reads: ""Kill All Igbos In Nigeria... Don't Touch Yorubas..."" Genocide Looms In Nigeria #Biafr…",0.0,Negative
6,883782993390829568,"RT @Amaka_Ekwo: 07/07/17 - Still on Nnamdi Kanu visit to Omagba Onitsha Anambra 
#Biafra-Land.
#NoBiafraReferendumNoElection 
#BiafraRefere…",0.0,Negative
7,883782987762073600,RT @chizoo98: @Amaka_Ekwo Weldone Anambrians sure u will deliver setting the pace Ocean of crowd Biafra is here Obiano can get lost,0.5,Positive
8,883782973937635329,RT @Asomonyeegwu: BIAFRA: OLUSEGUN OBASANJO: A MAN WITH NO MORAL ETIQUETTE https://t.co/Y6Mz7pwDzm https://t.co/zy8ZsO2siU,0.0,Negative
9,883782963267342336,"RT @sam_ezeh: Audio Message In Hausa Language Reads: ""Kill All Igbos In Nigeria... Don't Touch Yorubas..."" Genocide Looms In Nigeria #Biafr…",0.0,Negative
10,883782947639373825,"RT @sam_ezeh: Audio Message In Hausa Language Reads: ""Kill All Igbos In Nigeria... Don't Touch Yorubas..."" Genocide Looms In Nigeria #Biafr…",0.0,Negative
11,883782942761390082,RT @radiobiafralive: BIAFRA: THE UNITY WE HAVE; THE UNITY IN VIEW: By Victoria O. C. Agangan || Biafra Writers… https://t.co/GGZgeXTizD,0.0,Negative
12,883782921894735877,RT @nlitvin: .@NwajiugoG it took me 2 days to figure out why i was getting that warning 4 @radiobiafralive website!! #RemoveNortonToolbar #…,0.0,Negative
13,883782920061812736,RT @Asomonyeegwu: BIAFRA: THE UNITY WE HAVE; THE UNITY IN VIEW https://t.co/qvp9PQi4Dh https://t.co/UARubwcavp,0.0,Negative
14,883782902256988161,"RT @The_Trump_Train: For the safety of you and Americans, the Trump administration must deport Linda Sarsour immediately.

She is a growing…",0.0,Negative
15,883782858296504321,RT @30th_May1967: BIAFRA: AS NNAMDI KANU STINGS POLITICIANS; ABOUT TO TAKE AWAY THEIR SOURCE OF INCOME; IN RETURN THE ARE VIGOROUSLY… https…,0.0,Negative
16,883782817066483713,RT @thebiafrapost: BIAFRA: IGBO LEADERS WITHOUT FOLLOWERS HAVE MADE THEIR PERSONAL CHOICE https://t.co/htbSbZVsGx https://t.co/PygJlhhHFm,0.0,Negative
17,883782815216787458,Nigerian govt preparing for second war against #Biafra (MUST READ) @UNHCRUSA @UN_HRC @UNinBrussels @PLMissionGeneva… https://t.co/5LDn7QtmAo,0.0,Negative
18,883782801224499201,"RT @QKout: @AmnestyNigeria @Amaka_Ekwo We no longer have hope in Nigeria all we  are hoping for now is the restoration of Biafra, Nigeria d…",0.0,Negative
19,883782793611931648,"@NkirukaNistoran @GovObiano  You decide to kill the people that will vote you into power, this is what you get. Jus… https://t.co/fveexCUZLU",0.0,Negative
20,883782788998148096,RT @Amaka_Ekwo: Video: Rivers State Women Challenge Gov Wike Over Biafra (Happening Now) – IgbereTV News https://t.co/ov1xqowCUQ,0.0,Negative
21,883782777308631040,RT @browneagleewee: @SKSolaKuti @NGRWailers Useless wicked people biafra must be restored,-0.5,Negative
22,883782771348582404,"RT @Amaka_Ekwo: Nnamdi Kanu; leader of IPOB won't go court on Tuesday 11/07/17.

Nigeria adjourned case.

#BiafraReferendum #BiafraExit #Fr…",0.0,Negative
